id	sourceExam	questionNo	subject	domain	question	choices_json	answer_type	answer_json	accepted_answers_json	scoring_status	requires_media	choiceParseStatus	correctionStatus_json	caseGroupId	source_url	answer_source_url	effective_date	rights_basis
P110-002	110	2	必須	物理・化学・生物	熱力学における「閉じた系」において、熱、物質及び仕事のうち、外界とやりと りができるものだけをすべて挙げたのはどれか。1つ選べ。	"[""熱"",""物質"",""仕事"",""熱、仕事"",""物質、仕事"",""熱、物質""]"	singleChoice	3	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001455149.pdf	https://www.mhlw.go.jp/content/001458551.pdf	2025-02-23	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P110-004	110	4	必須	物理・化学・生物	スピン量子数が ₁/₂ である原子核が外部磁場の中に置かれると、そのエネルギー が ₂ つのエネルギー準位に分かれることを表しているのはどれか。1つ選べ。	"[""化学シフト"",""McLafferty（マクラファティー）転位"",""ラジカル開裂"",""超微細分裂"",""ゼーマン分裂""]"	singleChoice	4	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001455149.pdf	https://www.mhlw.go.jp/content/001458551.pdf	2025-02-23	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P110-005	110	5	必須	物理・化学・生物	溶媒中で解離しない薬物Ｘを ₅₀ mmol 含む水溶液 ₁₀₀ mL に酢酸エチルを加えて 振とう、静置したところ、二液相に分相し、酢酸エチル相中のＸは ₄₅ mmol で あった。Ｘの分配係数（酢酸エチル相中の濃度/水相中の濃度）を ₁₈ とすると、酢 酸エチル相の体積はどれか。1つ選べ。 た だ し、 分 配 に 用 い る 溶 媒 は 互 い の 溶 媒 で 飽 和 さ れ て お り、 水 相の 体 積 は ₁₀₀ mL とする。	"[""₅₀ mL"",""₁₀₀ mL"",""₁₅₀ mL"",""₂₀₀ mL"",""₂₅₀ mL""]"	singleChoice	0	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001455149.pdf	https://www.mhlw.go.jp/content/001458551.pdf	2025-02-23	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P110-007	110	7	必須	物理・化学・生物	以下の薬物に含まれる金属元素Ｍとして適切なのはどれか。1つ選べ。 H OH N O O M OH N H O NH H2N	"[""Li"",""Mg"",""Al"",""Ca"",""Zn""]"	singleChoice	2	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001455149.pdf	https://www.mhlw.go.jp/content/001458551.pdf	2025-02-23	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P110-010	110	10	必須	物理・化学・生物	ビンクリスチンの生合成前駆体となるアミノ酸はどれか。1つ選べ。 HO CH3 N H CH3 N O H H N O CH3 H O O O N H CH3 O CH3 OH CHO O CH3 ビンクリスチン	"[""オルニチン"",""チロシン"",""トリプトファン"",""フェニルアラニン"",""リシン""]"	singleChoice	2	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001455149.pdf	https://www.mhlw.go.jp/content/001458551.pdf	2025-02-23	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P110-011	110	11	必須	物理・化学・生物	血管平滑筋細胞を持たず血管内皮細胞と基底膜から構成され、栄養成分や老廃 物の物質交換が行われるのはどれか。1つ選べ。	"[""大動脈"",""細動脈"",""毛細血管"",""大静脈"",""胸管""]"	singleChoice	2	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001455149.pdf	https://www.mhlw.go.jp/content/001458551.pdf	2025-02-23	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P110-013	110	13	必須	物理・化学・生物	真核生物において、転写開始の際に RNA ポリメラーゼⅡの結合に必要な DNA 上の領域はどれか。1つ選べ。	"[""イントロン"",""エクソン"",""プロモーター"",""テロメア"",""ターミネーター""]"	singleChoice	2	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001455149.pdf	https://www.mhlw.go.jp/content/001458551.pdf	2025-02-23	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P110-014	110	14	必須	物理・化学・生物	オステオカルシンとカルシウムイオンが結合できるようにする、グルタミン酸 残基に対する翻訳後修飾はどれか。1つ選べ。	"[""アセチル化"",""メチル化"",""ミリストイル化"",""リン酸化"",""カルボキシ化""]"	singleChoice	4	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001455149.pdf	https://www.mhlw.go.jp/content/001458551.pdf	2025-02-23	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P110-015	110	15	必須	物理・化学・生物	ウイルスゲノムを中心としてその周囲を取り囲むタンパク質の壳はどれか。 1つ選べ。	"[""エンベロープ"",""カプシド"",""コア"",""スパイク"",""ビリオン 必須問題 【衛生】""]"	singleChoice	1	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001455149.pdf	https://www.mhlw.go.jp/content/001458551.pdf	2025-02-23	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P110-017	110	17	必須	衛生	再興感染症はどれか。1つ選べ。	"[""結核"",""クリプトスポリジウム症"",""重症急性呼吸器症候群（SARS）"",""レジオネラ症"",""ロタウイルス感染症""]"	singleChoice	0	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001455149.pdf	https://www.mhlw.go.jp/content/001458551.pdf	2025-02-23	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
